image_path,split,filename,timestamp,clarity_score,turbidity_score,unscoreable_reason,dcp_raw,tenengrad_raw,blue_dom_raw,uicm_raw,dcp_score,tenengrad_score,blue_dom_score,uicm_score,image_w,image_h
data\train\images\20240428-104601-IPC608_8B64_165.jpg,train,20240428-104601-IPC608_8B64_165.jpg,20240428-104601,29.17,70.83,,37.251,482.521,1.3848,0.00735,74.59,93.43,22.01,85.59,2688,1520
data\train\images\20240428-210036-IPC608_8B64_165.jpg,train,20240428-210036-IPC608_8B64_165.jpg,20240428-210036,42.27,57.73,,6.494,141.623,0.7178,0.00832,0.0,99.13,100.0,79.9,2688,1520
data\train\images\20240429-073401-IPC608_8B64_165.jpg,train,20240429-073401-IPC608_8B64_165.jpg,20240429-073401,32.34,67.66,,36.04,391.59,1.4327,0.00856,70.48,94.95,15.67,78.47,2688,1520
data\train\images\20240429-073501-IPC608_8B64_165.jpg,train,20240429-073501-IPC608_8B64_165.jpg,20240429-073501,35.78,64.22,,34.501,551.972,1.4549,0.00849,65.26,92.27,12.73,78.87,2688,1520
data\train\images\20240429-074301-IPC608_8B64_165.jpg,train,20240429-074301-IPC608_8B64_165.jpg,20240429-074301,30.41,69.59,,36.923,340.006,1.4084,0.00886,73.48,95.82,18.89,76.69,2688,1520
data\train\images\20240430-150901-IPC608_8BC7_166.jpg,train,20240430-150901-IPC608_8BC7_166.jpg,20240430-150901,18.54,81.46,,40.787,602.327,0.896,0.01839,86.58,91.43,86.69,20.64,2688,1520
data\train\images\20240501-030036-IPC608_8B64_165.jpg,train,20240501-030036-IPC608_8B64_165.jpg,20240501-030036,,,dark_frame (mean_lum=15.4 < 20),,,,,,,,,2688,1520
data\train\images\20240501-040036-IPC608_8B64_165.jpg,train,20240501-040036-IPC608_8B64_165.jpg,20240501-040036,,,dark_frame (mean_lum=15.0 < 20),,,,,,,,,2688,1520
data\train\images\20240501-073501-AIPC608UW_10_167.jpg,train,20240501-073501-AIPC608UW_10_167.jpg,20240501-073501,66.98,33.02,,28.053,6000.607,1.0919,0.01656,43.4,1.21,60.77,31.4,2688,1520
data\train\images\20240501-080501-AIPC608UW_10_167.jpg,train,20240501-080501-AIPC608UW_10_167.jpg,20240501-080501,65.04,34.96,,29.352,6030.832,1.0633,0.01728,47.81,0.7,64.56,27.18,2688,1520
data\train\images\20240501-093001-AIPC608UW_10_167.jpg,train,20240501-093001-AIPC608UW_10_167.jpg,20240501-093001,65.8,34.2,,28.558,6143.961,1.0125,0.01867,45.12,0.0,71.28,19.0,2688,1520
data\train\images\20240501-100001-AIPC608UW_10_167.jpg,train,20240501-100001-AIPC608UW_10_167.jpg,20240501-100001,65.32,34.68,,29.022,6427.865,1.0117,0.01896,46.69,0.0,71.38,17.32,2688,1520
data\train\images\20240501-151501-AIPC608UW_10_167.jpg,train,20240501-151501-AIPC608UW_10_167.jpg,20240501-151501,68.7,31.3,,26.642,6892.272,1.0146,0.01909,38.62,0.0,71.0,16.53,2688,1520
data\train\images\20240501-152001-AIPC608UW_10_167.jpg,train,20240501-152001-AIPC608UW_10_167.jpg,20240501-152001,68.73,31.27,,26.761,6666.911,1.0295,0.01874,39.02,0.0,69.02,18.59,2688,1520
data\train\images\20240501-152501-AIPC608UW_10_167.jpg,train,20240501-152501-AIPC608UW_10_167.jpg,20240501-152501,70.67,29.33,,25.443,6491.859,1.0484,0.01815,34.55,0.0,66.53,22.06,2688,1520
data\train\images\20240501-160901-IPC608_8BC7_166.jpg,train,20240501-160901-IPC608_8BC7_166.jpg,20240501-160901,46.48,53.52,,31.225,2872.24,0.9973,0.01995,54.16,53.49,73.29,11.46,2688,1520
data\train\images\20240501-233036-AIPC608UW_10_167.jpg,train,20240501-233036-AIPC608UW_10_167.jpg,20240501-233036,48.63,51.37,,11.043,1189.963,0.8121,0.00945,0.0,81.61,97.81,73.26,2688,1520
data\train\images\20240502-003036-IPC608_8B64_165.jpg,train,20240502-003036-IPC608_8B64_165.jpg,20240502-003036,,,dark_frame (mean_lum=16.4 < 20),,,,,,,,,2688,1520
data\train\images\20240502-123501-AIPC608UW_10_167.jpg,train,20240502-123501-AIPC608UW_10_167.jpg,20240502-123501,51.16,48.84,,32.507,4481.692,0.993,0.01732,58.5,26.59,73.86,26.92,2688,1520
data\train\images\20240502-210036-IPC608_8B64_165.jpg,train,20240502-210036-IPC608_8B64_165.jpg,20240502-210036,,,dark_frame (mean_lum=16.7 < 20),,,,,,,,,2688,1520
data\train\images\20240502-223036-IPC608_8B64_165.jpg,train,20240502-223036-IPC608_8B64_165.jpg,20240502-223036,,,dark_frame (mean_lum=16.6 < 20),,,,,,,,,2688,1520
data\train\images\20240502-230036-IPC608_8B64_165.jpg,train,20240502-230036-IPC608_8B64_165.jpg,20240502-230036,,,dark_frame (mean_lum=16.4 < 20),,,,,,,,,2688,1520
data\train\images\20240503-003036-AIPC608UW_10_167.jpg,train,20240503-003036-AIPC608UW_10_167.jpg,20240503-003036,43.85,56.15,,10.589,303.707,0.8131,0.00882,0.0,96.42,97.67,76.94,2688,1520
data\train\images\20240503-030036-AIPC608UW_10_167.jpg,train,20240503-030036-AIPC608UW_10_167.jpg,20240503-030036,44.3,55.7,,10.149,412.845,0.792,0.00945,0.0,94.6,100.0,73.21,2688,1520
data\train\images\20240503-071201-IPC608_8B64_165.jpg,train,20240503-071201-IPC608_8B64_165.jpg,20240503-071201,32.55,67.45,,36.669,858.375,1.3672,0.00933,72.62,87.15,24.34,73.94,2688,1520
data\train\images\20240503-072101-IPC608_8B64_165.jpg,train,20240503-072101-IPC608_8B64_165.jpg,20240503-072101,30.87,69.13,,37.577,823.393,1.3325,0.01044,75.7,87.74,28.93,67.4,2688,1520
data\train\images\20240503-072201-IPC608_8B64_165.jpg,train,20240503-072201-IPC608_8B64_165.jpg,20240503-072201,29.56,70.44,,38.235,770.619,1.3303,0.01027,77.93,88.62,29.22,68.42,2688,1520
data\train\images\20240503-080501-AIPC608UW_10_167.jpg,train,20240503-080501-AIPC608UW_10_167.jpg,20240503-080501,65.45,34.55,,27.861,5308.202,1.1858,0.01519,42.75,12.78,48.35,39.48,2688,1520
data\train\images\20240503-082701-IPC608_8BC7_166.jpg,train,20240503-082701-IPC608_8BC7_166.jpg,20240503-082701,43.93,56.07,,32.726,2614.492,1.11,0.0162,59.25,57.8,58.38,33.51,2688,1520
data\train\images\20240503-094501-AIPC608UW_10_167.jpg,train,20240503-094501-AIPC608UW_10_167.jpg,20240503-094501,67.92,32.08,,28.108,6120.037,1.0837,0.01804,43.59,0.0,61.86,22.69,2688,1520
data\train\images\20240503-105201-IPC608_8BC7_166.jpg,train,20240503-105201-IPC608_8BC7_166.jpg,20240503-105201,49.29,50.71,,32.4,3424.183,1.0297,0.02126,58.14,44.27,69.0,3.75,2688,1520
data\train\images\20240503-115101-IPC608_8B64_165.jpg,train,20240503-115101-IPC608_8B64_165.jpg,20240503-115101,18.45,81.55,,42.029,470.971,1.2397,0.00676,90.79,93.63,41.21,89.05,2688,1520
data\train\images\20240503-121601-IPC608_8B64_165.jpg,train,20240503-121601-IPC608_8B64_165.jpg,20240503-121601,17.72,82.28,,41.874,352.319,1.2377,0.00626,90.26,95.61,41.48,92.02,2688,1520
data\train\images\20240503-183036-AIPC608UW_10_167.jpg,train,20240503-183036-AIPC608UW_10_167.jpg,20240503-183036,87.54,12.46,,17.336,6253.202,1.3921,0.01267,7.07,0.0,21.04,54.28,2688,1520
data\train\images\20240504-071001-AIPC608UW_10_167.jpg,train,20240504-071001-AIPC608UW_10_167.jpg,20240504-071001,75.39,24.61,,23.661,6614.678,1.1836,0.01598,28.51,0.0,48.64,34.82,2688,1520
data\train\images\20240504-084501-AIPC608UW_10_167.jpg,train,20240504-084501-AIPC608UW_10_167.jpg,20240504-084501,70.97,29.03,,26.202,6775.112,1.1404,0.01628,37.13,0.0,54.36,33.04,2688,1520
data\train\images\20240504-094001-AIPC608UW_10_167.jpg,train,20240504-094001-AIPC608UW_10_167.jpg,20240504-094001,71.96,28.04,,25.246,6997.206,1.1014,0.01751,33.89,0.0,59.51,25.83,2688,1520
data\train\images\20240504-110501-AIPC608UW_10_167.jpg,train,20240504-110501-AIPC608UW_10_167.jpg,20240504-110501,71.35,28.65,,25.45,7729.831,1.0574,0.01893,34.58,0.0,65.34,17.49,2688,1520
data\train\images\20240504-115501-AIPC608UW_10_167.jpg,train,20240504-115501-AIPC608UW_10_167.jpg,20240504-115501,72.22,27.78,,24.917,7478.843,1.0689,0.01865,32.77,0.0,63.82,19.11,2688,1520
data\train\images\20240504-120901-IPC608_8BC7_166.jpg,train,20240504-120901-IPC608_8BC7_166.jpg,20240504-120901,53.38,46.62,,29.857,3717.589,1.0056,0.02094,49.52,39.36,72.19,5.64,2688,1520
data\train\images\20240504-122501-AIPC608UW_10_167.jpg,train,20240504-122501-AIPC608UW_10_167.jpg,20240504-122501,72.66,27.34,,24.729,7364.715,1.0688,0.01897,32.13,0.0,63.83,17.25,2688,1520
data\train\images\20240504-130001-AIPC608UW_10_167.jpg,train,20240504-130001-AIPC608UW_10_167.jpg,20240504-130001,71.91,28.09,,25.081,7475.854,1.0713,0.0184,33.33,0.0,63.5,20.56,2688,1520
data\train\images\20240504-130501-AIPC608UW_10_167.jpg,train,20240504-130501-AIPC608UW_10_167.jpg,20240504-130501,71.7,28.3,,25.25,7458.465,1.0666,0.01865,33.9,0.0,64.12,19.13,2688,1520
data\train\images\20240504-133501-AIPC608UW_10_167.jpg,train,20240504-133501-AIPC608UW_10_167.jpg,20240504-133501,72.3,27.71,,25.063,7755.438,1.0814,0.01855,33.26,0.0,62.16,19.69,2688,1520
data\train\images\20240504-134001-AIPC608UW_10_167.jpg,train,20240504-134001-AIPC608UW_10_167.jpg,20240504-134001,72.68,27.32,,24.868,7811.407,1.092,0.01827,32.6,0.0,60.76,21.32,2688,1520
data\train\images\20240504-142001-AIPC608UW_10_167.jpg,train,20240504-142001-AIPC608UW_10_167.jpg,20240504-142001,74.24,25.76,,24.158,7109.081,1.1297,0.01761,30.2,0.0,55.77,25.22,2688,1520
data\train\images\20240504-143001-AIPC608UW_10_167.jpg,train,20240504-143001-AIPC608UW_10_167.jpg,20240504-143001,74.6,25.4,,23.816,7158.413,1.1303,0.01741,29.04,0.0,55.69,26.44,2688,1520
data\train\images\20240504-143501-AIPC608UW_10_167.jpg,train,20240504-143501-AIPC608UW_10_167.jpg,20240504-143501,74.11,25.89,,24.172,7140.19,1.1294,0.01743,30.25,0.0,55.81,26.3,2688,1520
data\train\images\20240505-084501-AIPC608UW_10_167.jpg,train,20240505-084501-AIPC608UW_10_167.jpg,20240505-084501,61.88,38.12,,29.125,5176.69,1.1296,0.01569,47.04,14.98,55.79,36.56,2688,1520
data\train\images\20240505-093001-IPC608_8BC7_166.jpg,train,20240505-093001-IPC608_8BC7_166.jpg,20240505-093001,32.01,67.99,,35.76,1094.975,0.9763,0.02812,69.54,83.2,76.08,0.0,2688,1520
data\train\images\20240505-102901-IPC608_8BC7_166.jpg,train,20240505-102901-IPC608_8BC7_166.jpg,20240505-102901,51.34,48.66,,17.648,1365.007,0.4861,0.01883,8.13,78.69,100.0,18.05,2688,1520
data\train\images\20240505-104101-IPC608_8BC7_166.jpg,train,20240505-104101-IPC608_8BC7_166.jpg,20240505-104101,36.63,63.37,,36.867,2356.707,1.0109,0.02,73.29,62.11,71.49,11.2,2688,1520
data\train\images\20240505-114201-IPC608_8B64_165.jpg,train,20240505-114201-IPC608_8B64_165.jpg,20240505-114201,15.55,84.45,,42.78,267.896,1.2088,0.00668,93.34,97.02,45.3,89.52,2688,1520
data\train\images\20240505-162701-IPC608_8B64_165.jpg,train,20240505-162701-IPC608_8B64_165.jpg,20240505-162701,23.37,76.63,,38.994,141.154,1.3507,0.00594,80.5,99.14,26.52,93.88,2688,1520
data\train\images\20240505-162901-IPC608_8B64_165.jpg,train,20240505-162901-IPC608_8B64_165.jpg,20240505-162901,22.7,77.3,,39.647,231.713,1.337,0.00617,82.71,97.63,28.34,92.54,2688,1520
data\train\images\20240505-163801-IPC608_8BC7_166.jpg,train,20240505-163801-IPC608_8BC7_166.jpg,20240505-163801,35.75,64.25,,33.921,1249.103,1.1035,0.01698,63.3,80.62,59.24,28.95,2688,1520
data\train\images\20240505-183036-AIPC608UW_10_167.jpg,train,20240505-183036-AIPC608UW_10_167.jpg,20240505-183036,68.04,31.96,,21.96,3938.037,1.2876,0.01308,22.74,35.68,34.87,51.9,2688,1520
data\train\images\20240506-135001-AIPC608UW_10_167.jpg,train,20240506-135001-AIPC608UW_10_167.jpg,20240506-135001,28.87,71.13,,38.261,1604.908,1.0531,0.01452,78.01,74.68,65.9,43.42,2688,1520
data\train\images\20240506-140001-AIPC608UW_10_167.jpg,train,20240506-140001-AIPC608UW_10_167.jpg,20240506-140001,29.89,70.11,,37.493,1595.814,1.0529,0.01458,75.41,74.83,65.94,43.04,2688,1520
data\train\images\20240506-141501-AIPC608UW_10_167.jpg,train,20240506-141501-AIPC608UW_10_167.jpg,20240506-141501,30.14,69.86,,36.904,1405.214,1.0723,0.01438,73.41,78.01,63.36,44.21,2688,1520
data\train\images\20240507-083001-AIPC608UW_10_167.jpg,train,20240507-083001-AIPC608UW_10_167.jpg,20240507-083001,32.42,67.58,,35.933,1059.156,1.2256,0.01207,70.12,83.8,43.08,57.8,2688,1520
data\train\images\20240507-083501-AIPC608UW_10_167.jpg,train,20240507-083501-AIPC608UW_10_167.jpg,20240507-083501,33.57,66.43,,35.117,1056.139,1.2259,0.01217,67.35,83.85,43.04,57.24,2688,1520
data\train\images\20240507-083501-IPC608_8B64_165.jpg,train,20240507-083501-IPC608_8B64_165.jpg,20240507-083501,17.8,82.2,,41.144,82.371,1.2832,0.00492,87.79,100.0,35.45,99.89,2688,1520
data\train\images\20240507-084501-AIPC608UW_10_167.jpg,train,20240507-084501-AIPC608UW_10_167.jpg,20240507-084501,32.07,67.93,,35.759,1012.246,1.2133,0.01204,69.53,84.58,44.71,57.99,2688,1520
data\train\images\20240507-085001-AIPC608UW_10_167.jpg,train,20240507-085001-AIPC608UW_10_167.jpg,20240507-085001,32.16,67.84,,35.854,1127.455,1.1966,0.01217,69.85,82.66,46.92,57.22,2688,1520
data\train\images\20240507-090501-AIPC608UW_10_167.jpg,train,20240507-090501-AIPC608UW_10_167.jpg,20240507-090501,31.94,68.06,,35.808,962.885,1.213,0.01237,69.7,85.41,44.75,56.08,2688,1520
data\train\images\20240507-091502-AIPC608UW_10_167.jpg,train,20240507-091502-AIPC608UW_10_167.jpg,20240507-091502,32.06,67.94,,36.04,1129.895,1.1837,0.01299,70.48,82.61,48.62,52.41,2688,1520
data\train\images\20240507-104001-AIPC608UW_10_167.jpg,train,20240507-104001-AIPC608UW_10_167.jpg,20240507-104001,36.62,63.38,,35.082,1774.471,1.1216,0.01584,67.24,71.84,56.84,35.68,2688,1520
data\train\images\20240507-132501-AIPC608UW_10_167.jpg,train,20240507-132501-AIPC608UW_10_167.jpg,20240507-132501,46.28,53.72,,32.192,2602.921,1.1237,0.01844,57.44,57.99,56.56,20.36,2688,1520
data\train\images\20240507-133001-AIPC608UW_10_167.jpg,train,20240507-133001-AIPC608UW_10_167.jpg,20240507-133001,46.52,53.48,,31.951,2581.41,1.1268,0.01833,56.62,58.35,56.16,21.0,2688,1520
data\train\images\20240507-162501-AIPC608UW_10_167.jpg,train,20240507-162501-AIPC608UW_10_167.jpg,20240507-162501,52.27,47.73,,28.007,1981.722,1.3343,0.0148,43.25,68.38,28.7,41.79,2688,1520
data\train\images\20240507-163001-AIPC608UW_10_167.jpg,train,20240507-163001-AIPC608UW_10_167.jpg,20240507-163001,51.21,48.79,,28.911,2073.177,1.3161,0.01512,46.31,66.85,31.1,39.9,2688,1520
data\train\images\20240507-171001-AIPC608UW_10_167.jpg,train,20240507-171001-AIPC608UW_10_167.jpg,20240507-171001,53.19,46.81,,28.629,2259.271,1.3578,0.01438,45.36,63.74,25.59,44.24,2688,1520
data\train\images\20240508-061601-IPC608_8B64_165.jpg,train,20240508-061601-IPC608_8B64_165.jpg,20240508-061601,42.45,57.55,,32.129,654.54,1.5431,0.00952,57.22,90.56,1.06,72.83,2688,1520
data\train\images\20240508-072101-IPC608_8BC7_166.jpg,train,20240508-072101-IPC608_8BC7_166.jpg,20240508-072101,50.05,49.95,,29.825,2245.71,1.3253,0.01336,49.41,63.97,29.88,50.22,2688,1520
data\train\images\20240508-080801-IPC608_8B64_165.jpg,train,20240508-080801-IPC608_8B64_165.jpg,20240508-080801,36.04,63.96,,35.435,1047.508,1.3759,0.01041,68.43,83.99,23.19,67.56,2688,1520
data\train\images\20240508-095801-IPC608_8BC7_166.jpg,train,20240508-095801-IPC608_8BC7_166.jpg,20240508-095801,49.67,50.33,,30.503,2853.334,1.1026,0.01913,51.71,53.81,59.36,16.28,2688,1520
data\train\images\20240508-114601-IPC608_8B64_165.jpg,train,20240508-114601-IPC608_8B64_165.jpg,20240508-114601,22.03,77.97,,40.072,276.485,1.3024,0.00717,84.15,96.88,32.92,86.66,2688,1520
data\train\images\20240508-131001-AIPC608UW_10_167.jpg,train,20240508-131001-AIPC608UW_10_167.jpg,20240508-131001,70.45,29.55,,26.768,5516.613,1.1389,0.02151,39.05,9.3,54.55,2.3,2688,1520
data\train\images\20240508-143501-AIPC608UW_10_167.jpg,train,20240508-143501-AIPC608UW_10_167.jpg,20240508-143501,70.0,30.0,,26.086,5163.583,1.2195,0.01854,36.73,15.2,43.89,19.74,2688,1520
data\train\images\20240508-150901-IPC608_8B64_165.jpg,train,20240508-150901-IPC608_8B64_165.jpg,20240508-150901,31.37,68.63,,35.839,148.972,1.451,0.0077,69.8,99.01,13.25,83.53,2688,1520
data\train\images\20240508-153001-AIPC608UW_10_167.jpg,train,20240508-153001-AIPC608UW_10_167.jpg,20240508-153001,71.66,28.34,,24.73,4818.404,1.2975,0.01769,32.14,20.97,33.57,24.79,2688,1520
data\train\images\20240508-154501-AIPC608UW_10_167.jpg,train,20240508-154501-AIPC608UW_10_167.jpg,20240508-154501,71.11,28.89,,24.418,4518.592,1.3264,0.01727,31.08,25.98,29.74,27.21,2688,1520
data\train\images\20240508-155001-AIPC608UW_10_167.jpg,train,20240508-155001-AIPC608UW_10_167.jpg,20240508-155001,71.46,28.54,,24.057,4425.549,1.3516,0.0167,29.86,27.53,26.4,30.59,2688,1520
data\train\images\20240508-161501-AIPC608UW_10_167.jpg,train,20240508-161501-AIPC608UW_10_167.jpg,20240508-161501,73.0,27.0,,23.786,4552.681,1.3621,0.01714,28.94,25.41,25.02,27.99,2688,1520
data\train\images\20240508-163001-AIPC608UW_10_167.jpg,train,20240508-163001-AIPC608UW_10_167.jpg,20240508-163001,74.36,25.64,,23.152,4676.852,1.3601,0.01702,26.79,23.33,25.28,28.73,2688,1520
data\train\images\20240508-173001-AIPC608UW_10_167.jpg,train,20240508-173001-AIPC608UW_10_167.jpg,20240508-173001,81.58,18.42,,19.954,4508.111,1.5281,0.01579,15.94,26.15,3.04,35.92,2688,1520
data\train\images\20240508-173501-AIPC608UW_10_167.jpg,train,20240508-173501-AIPC608UW_10_167.jpg,20240508-173501,83.8,16.2,,19.627,4898.151,1.5111,0.01625,14.84,19.63,5.29,33.21,2688,1520
data\train\images\20240508-174001-AIPC608UW_10_167.jpg,train,20240508-174001-AIPC608UW_10_167.jpg,20240508-174001,88.37,11.63,,18.284,5305.7,1.5439,0.01598,10.28,12.82,0.95,34.84,2688,1520
data\train\images\20240508-181501-IPC608_8BC7_166.jpg,train,20240508-181501-IPC608_8BC7_166.jpg,20240508-181501,43.26,56.74,,30.582,1336.873,1.2761,0.01353,51.98,79.16,36.4,49.22,2688,1520
data\train\images\20240509-050001-AIPC608UW_10_167.jpg,train,20240509-050001-AIPC608UW_10_167.jpg,20240509-050001,59.16,40.84,,23.727,2991.01,1.0264,0.04987,28.74,51.51,69.45,0.0,2688,1520
data\train\images\20240509-073401-IPC608_8B64_165.jpg,train,20240509-073401-IPC608_8B64_165.jpg,20240509-073401,38.11,61.89,,34.768,968.925,1.4071,0.01168,66.17,85.31,19.06,60.14,2688,1520
data\train\images\20240509-081502-AIPC608UW_10_167.jpg,train,20240509-081502-AIPC608UW_10_167.jpg,20240509-081502,79.32,20.68,,23.423,5944.118,1.2968,0.01812,27.7,2.15,33.66,22.25,2688,1520
data\train\images\20240509-082001-AIPC608UW_10_167.jpg,train,20240509-082001-AIPC608UW_10_167.jpg,20240509-082001,76.23,23.77,,24.147,5662.696,1.2665,0.0183,30.16,6.85,37.67,21.21,2688,1520
data\train\images\20240509-085501-AIPC608UW_10_167.jpg,train,20240509-085501-AIPC608UW_10_167.jpg,20240509-085501,80.22,19.78,,22.994,6367.033,1.2572,0.01935,26.25,0.0,38.9,15.02,2688,1520
data\train\images\20240509-090501-AIPC608UW_10_167.jpg,train,20240509-090501-AIPC608UW_10_167.jpg,20240509-090501,80.66,19.34,,22.779,6844.576,1.2582,0.01955,25.52,0.0,38.76,13.82,2688,1520
data\train\images\20240509-110001-AIPC608UW_10_167.jpg,train,20240509-110001-AIPC608UW_10_167.jpg,20240509-110001,77.32,22.68,,24.014,7668.786,1.1433,0.02224,29.71,0.0,53.97,0.0,2688,1520
data\train\images\20240509-110501-AIPC608UW_10_167.jpg,train,20240509-110501-AIPC608UW_10_167.jpg,20240509-110501,76.93,23.07,,24.244,7536.542,1.1404,0.02232,30.49,0.0,54.35,0.0,2688,1520
data\train\images\20240509-112001-IPC608_8BC7_166.jpg,train,20240509-112001-IPC608_8BC7_166.jpg,20240509-112001,60.32,39.68,,27.826,4270.923,1.0374,0.02242,42.63,30.12,67.98,0.0,2688,1520
data\train\images\20240509-112901-IPC608_8BC7_166.jpg,train,20240509-112901-IPC608_8BC7_166.jpg,20240509-112901,61.87,38.13,,27.45,4495.04,1.0345,0.02249,41.36,26.37,68.37,0.0,2688,1520
data\train\images\20240509-113001-IPC608_8BC7_166.jpg,train,20240509-113001-IPC608_8BC7_166.jpg,20240509-113001,62.95,37.05,,27.247,4687.64,1.0282,0.02305,40.67,23.15,69.2,0.0,2688,1520
data\train\images\20240509-113701-IPC608_8BC7_166.jpg,train,20240509-113701-IPC608_8BC7_166.jpg,20240509-113701,59.94,40.06,,28.127,4272.431,1.0385,0.02262,43.66,30.09,67.84,0.0,2688,1520
data\train\images\20240509-114401-IPC608_8BC7_166.jpg,train,20240509-114401-IPC608_8BC7_166.jpg,20240509-114401,59.64,40.36,,28.487,4393.213,1.0226,0.02286,44.87,28.07,69.95,0.0,2688,1520
data\train\images\20240509-114501-IPC608_8BC7_166.jpg,train,20240509-114501-IPC608_8BC7_166.jpg,20240509-114501,58.56,41.44,,29.416,4387.974,1.0304,0.02191,48.02,28.16,68.91,0.0,2688,1520
data\train\images\20240509-120801-IPC608_8BC7_166.jpg,train,20240509-120801-IPC608_8BC7_166.jpg,20240509-120801,63.35,36.65,,28.139,4712.369,1.0843,0.02519,43.69,22.74,61.78,0.0,2688,1520
data\train\images\20240509-121301-IPC608_8B64_165.jpg,train,20240509-121301-IPC608_8B64_165.jpg,20240509-121301,22.06,77.94,,40.644,404.481,1.2953,0.00777,86.09,94.74,33.86,83.13,2688,1520
data\train\images\20240509-122901-IPC608_8B64_165.jpg,train,20240509-122901-IPC608_8B64_165.jpg,20240509-122901,23.94,76.06,,39.601,389.408,1.3137,0.00787,82.56,94.99,31.42,82.53,2688,1520
data\train\images\20240510-053036-IPC608_8BC7_166.jpg,train,20240510-053036-IPC608_8BC7_166.jpg,20240510-053036,53.9,46.1,,27.67,2302.967,1.4279,0.00984,42.11,63.01,16.3,70.93,2688,1520
data\train\images\20240510-063801-IPC608_8BC7_166.jpg,train,20240510-063801-IPC608_8BC7_166.jpg,20240510-063801,46.45,53.55,,30.783,1858.788,1.3523,0.01154,52.66,70.43,26.31,60.91,2688,1520
data\train\images\20240510-063901-IPC608_8BC7_166.jpg,train,20240510-063901-IPC608_8BC7_166.jpg,20240510-063901,45.75,54.25,,31.186,1777.174,1.3656,0.01138,54.03,71.8,24.55,61.86,2688,1520
data\train\images\20240510-070501-AIPC608UW_10_167.jpg,train,20240510-070501-AIPC608UW_10_167.jpg,20240510-070501,70.13,29.87,,24.679,4151.483,1.4365,0.01439,31.96,32.11,15.16,44.2,2688,1520
data\train\images\20240510-110001-IPC608_8B64_165.jpg,train,20240510-110001-IPC608_8B64_165.jpg,20240510-110001,26.08,73.92,,39.768,876.834,1.2846,0.00903,83.12,86.84,35.27,75.69,2688,1520
data\train\images\20240510-114001-AIPC608UW_10_167.jpg,train,20240510-114001-AIPC608UW_10_167.jpg,20240510-114001,78.34,21.66,,23.52,7192.592,1.1592,0.02178,28.03,0.0,51.86,0.73,2688,1520
data\train\images\20240510-115001-AIPC608UW_10_167.jpg,train,20240510-115001-AIPC608UW_10_167.jpg,20240510-115001,77.38,22.62,,24.236,6853.755,1.1651,0.02153,30.46,0.0,51.08,2.17,2688,1520
data\train\images\20240510-121901-IPC608_8B64_165.jpg,train,20240510-121901-IPC608_8B64_165.jpg,20240510-121901,24.56,75.44,,39.128,299.018,1.3338,0.00769,80.95,96.5,28.75,83.6,2688,1520
data\train\images\20240510-123801-IPC608_8BC7_166.jpg,train,20240510-123801-IPC608_8BC7_166.jpg,20240510-123801,60.17,39.83,,28.01,4220.61,1.051,0.02359,43.26,30.96,66.18,0.0,2688,1520
data\train\images\20240510-135001-AIPC608UW_10_167.jpg,train,20240510-135001-AIPC608UW_10_167.jpg,20240510-135001,76.84,23.16,,24.723,6275.45,1.187,0.02074,32.11,0.0,48.19,6.81,2688,1520
data\train\images\20240510-144501-AIPC608UW_10_167.jpg,train,20240510-144501-AIPC608UW_10_167.jpg,20240510-144501,73.53,26.47,,24.481,5252.598,1.2496,0.01874,31.29,13.71,39.91,18.58,2688,1520
data\train\images\20240511-051301-IPC608_8BC7_166.jpg,train,20240511-051301-IPC608_8BC7_166.jpg,20240511-051301,47.61,52.39,,29.841,1653.85,1.4241,0.00986,49.47,73.86,16.81,70.83,2688,1520
data\train\images\20240511-051401-IPC608_8BC7_166.jpg,train,20240511-051401-IPC608_8BC7_166.jpg,20240511-051401,48.66,51.34,,29.543,1696.384,1.4423,0.00977,48.46,73.15,14.4,71.35,2688,1520
data\train\images\20240511-052701-IPC608_8BC7_166.jpg,train,20240511-052701-IPC608_8BC7_166.jpg,20240511-052701,52.81,47.19,,27.955,2045.681,1.4405,0.01027,43.07,67.31,14.64,68.4,2688,1520
data\train\images\20240511-052801-IPC608_8BC7_166.jpg,train,20240511-052801-IPC608_8BC7_166.jpg,20240511-052801,52.88,47.12,,27.75,2100.829,1.4225,0.01026,42.38,66.39,17.02,68.49,2688,1520
data\train\images\20240511-083801-IPC608_8BC7_166.jpg,train,20240511-083801-IPC608_8BC7_166.jpg,20240511-083801,44.95,55.05,,31.7,2166.661,1.1963,0.0155,55.77,65.29,46.96,37.67,2688,1520
data\train\images\20240511-083901-IPC608_8BC7_166.jpg,train,20240511-083901-IPC608_8BC7_166.jpg,20240511-083901,44.85,55.15,,31.725,2182.49,1.1896,0.01555,55.85,65.02,47.84,37.37,2688,1520
data\train\images\20240511-084301-IPC608_8BC7_166.jpg,train,20240511-084301-IPC608_8BC7_166.jpg,20240511-084301,45.23,54.77,,31.404,2163.374,1.1909,0.01555,54.76,65.34,47.67,37.35,2688,1520
data\train\images\20240511-092401-IPC608_8BC7_166.jpg,train,20240511-092401-IPC608_8BC7_166.jpg,20240511-092401,49.3,50.7,,30.31,2621.279,1.1496,0.01792,51.06,57.69,53.14,23.41,2688,1520
